hhid,surveyperiod,hhsize,dwelltype,owndwell,totalbikes,totalvehs,travmonth,travdow,homelga,youngestgroup_5,aveagegroup_5,oldestgroup_5,hhinc_group,hhpoststratweight,hhpoststratweight_GROUP_1,hhpoststratweight_GROUP_2,hhpoststratweight_GROUP_3,hhpoststratweight_GROUP_4,hhpoststratweight_GROUP_5,hhpoststratweight_GROUP_6,hhpoststratweight_GROUP_7,hhpoststratweight_GROUP_8,hhpoststratweight_GROUP_9,hhpoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y24H6070328,2023-24,2,Separate House,Fully Owned,3,2,March,Sunday,Stonnington (C),60->64,60->64,60->64,"$1,250-$1,499 ($65,000-$77,999)",539.9984368,616.2753667,776.1397347,0.0,548.9716538,576.0003287,528.2433951,679.4052655,478.7717573,606.4995499,588.5326471,MELB - Inner,Greater Melbourne,Weekend
Y24H6070331,2023-24,1,Separate House,Being Rented,0,0,March,Wednesday,Stonnington (C),75->79,75->79,75->79,"$300-$399 ($15,600-$20,799)",406.154267,449.420295,557.4763986,0.0,396.0270701,539.9235721,444.2672949,442.4648098,363.1986961,487.9527202,344.5721778,MELB - Inner,Greater Melbourne,Weekday
Y24H6070332,2023-24,2,Terrace or Townhouse,Fully Owned,0,1,March,Thursday,Stonnington (C),50->54,65->69,75->79,"$2,000-$2,499 ($104,000-$129,999)",320.524819,353.5742294,409.894791,0.0,330.6264395,352.8755446,315.4901795,374.2323958,331.850343,353.3565256,322.2829003,MELB - Inner,Greater Melbourne,Weekday
Y24H6070333,2023-24,2,Separate House,Fully Owned,0,2,March,Friday,Stonnington (C),70->74,75->79,80->84,"$4,500-$4,999 ($234,000-$259,999)",504.6899882,588.8894154,729.4453905,0.0,506.1958067,563.8380602,505.884713,636.8379183,447.8115042,559.2139505,511.0801957,MELB - Inner,Greater Melbourne,Weekday
Y24H6070334,2023-24,1,Separate House,Fully Owned,0,1,March,Saturday,Stonnington (C),80->84,80->84,80->84,"$400-$499 ($20,800-$25,999)",423.3225212,493.4470577,587.7249433,0.0,413.4886839,447.7266894,417.8446874,447.8116685,466.7743926,498.6684331,409.2508197,MELB - Inner,Greater Melbourne,Weekend
Y24H6070337,2023-24,2,Separate House,Being Rented,0,2,March,Tuesday,Stonnington (C),70->74,70->74,75->79,"$1,250-$1,499 ($65,000-$77,999)",492.6636058,581.7278807,682.799688,0.0,472.5169554,540.3053602,481.9048982,630.6021903,465.9042505,545.9737116,511.5440146,MELB - Inner,Greater Melbourne,Weekday
Y24H6070338,2023-24,3,Separate House,Fully Owned,0,1,March,Wednesday,Stonnington (C),0->4,20->24,35->39,"$4,500-$4,999 ($234,000-$259,999)",277.3388341,335.5136184,294.6503972,0.0,278.6845148,412.1100973,268.8838788,290.6258573,281.9892363,299.2912612,298.1932388,MELB - Inner,Greater Melbourne,Weekday
Y24H6070341,2023-24,2,Separate House,Fully Owned,0,2,March,Saturday,Stonnington (C),75->79,75->79,75->79,"$1,000-$1,249 ($52,000-$64,999)",506.3605573,589.1395273,727.2544771,0.0,489.0609864,568.8478299,495.1981265,632.1380612,459.8568128,574.8290698,520.784099,MELB - Inner,Greater Melbourne,Weekend
Y24H6070401,2023-24,3,Separate House,Fully Owned,2,3,March,Monday,Banyule (C),30->34,60->64,75->79,"$1,500-$1,749 ($78,000-$90,999)",426.3821113,453.8014067,577.8015183,420.7848608,484.0483604,460.5066315,428.4630833,393.7652514,0.0,546.2145724,520.7527384,MELB - Middle,Greater Melbourne,Weekday
Y24H6070402,2023-24,1,Separate House,Fully Owned,Missing/Refused,1,March,Tuesday,Banyule (C),85->89,85->89,85->89,"$1,000-$1,249 ($52,000-$64,999)",360.131646,385.1289477,398.8131064,372.9363649,382.2618899,385.2754532,397.4401291,350.8037282,0.0,457.3024722,440.661849,MELB - Middle,Greater Melbourne,Weekday
Y24H6070403,2023-24,5,Separate House,Being Purchased,6,2,March,Wednesday,Banyule (C),5->9,20->24,40->44,"$4,500-$4,999 ($234,000-$259,999)",249.8949198,273.8194735,292.3443099,245.5286454,289.0713787,288.6670159,272.5274813,224.5643253,0.0,287.0682367,299.7103528,MELB - Middle,Greater Melbourne,Weekday
Y24H6070405,2023-24,2,Separate House,Occupied Rent-Free,2,2,March,Friday,Banyule (C),60->64,65->69,70->74,"$650-$799 ($33,800-$41,599)",392.1984422,412.4716575,428.6421423,368.1413521,430.7711244,476.9244914,456.4880594,377.2675892,0.0,478.6039703,466.6641385,MELB - Middle,Greater Melbourne,Weekday
Y24H6070407,2023-24,4,Separate House,Fully Owned,Missing/Refused,3,March,Sunday,Banyule (C),20->24,40->44,60->64,"$3,000-$3,499 ($156,000-$181,999)",405.0158722,438.0793564,590.0663997,402.430558,436.3566038,420.0233505,389.1310559,418.5133711,0.0,485.9658586,534.1742574,MELB - Middle,Greater Melbourne,Weekend
Y24H6070408,2023-24,2,Separate House,Fully Owned,2,1,March,Monday,Banyule (C),65->69,65->69,70->74,"$500-$649 ($26,000-$33,799)",298.6254274,339.7499532,285.592715,285.3098733,328.8737481,345.4819375,400.8107761,279.3130514,0.0,379.4909198,340.7861738,MELB - Middle,Greater Melbourne,Weekday
Y24H6070409,2023-24,1,Separate House,Being Rented,0,1,March,Tuesday,Banyule (C),65->69,65->69,65->69,"$3,500-$3,999 ($182,000-$207,999)",360.131646,385.1289477,398.8131064,372.9363649,382.2618899,385.2754532,397.4401291,350.8037282,0.0,457.3024722,440.661849,MELB - Middle,Greater Melbourne,Weekday
Y24H6070410,2023-24,3,Separate House,Being Purchased,3,1,March,Wednesday,Banyule (C),10->14,25->29,45->49,"$1,000-$1,249 ($52,000-$64,999)",395.7291085,482.7034207,390.9419042,399.6054933,440.164093,399.5477852,471.8061269,358.1214429,0.0,534.9615211,449.5715145,MELB - Middle,Greater Melbourne,Weekday
Y24H6070411,2023-24,4,Separate House,Being Rented,1,1,March,Thursday,Banyule (C),0->4,15->19,35->39,"$3,500-$3,999 ($182,000-$207,999)",290.0373037,353.3525392,310.1182686,287.6858405,310.4182075,289.9486236,334.1415911,307.1583279,0.0,353.7150494,338.2309139,MELB - Middle,Greater Melbourne,Weekday
Y24H6070412,2023-24,2,Separate House,Being Purchased,0,2,March,Friday,Banyule (C),25->29,40->44,60->64,,392.1984422,412.4716575,428.6421423,368.1413521,430.7711244,476.9244914,456.4880594,377.2675892,0.0,478.6039703,466.6641385,MELB - Middle,Greater Melbourne,Weekday
Y24H6070417,2023-24,2,Separate House,Being Purchased,6,2,March,Wednesday,Banyule (C),30->34,40->44,55->59,"$1,500-$1,749 ($78,000-$90,999)",384.8735504,411.6827965,409.441897,369.7585636,415.760999,464.2680253,454.6836387,359.7452131,0.0,474.9573135,460.3955245,MELB - Middle,Greater Melbourne,Weekday
Y24H6070418,2023-24,3,Separate House,Being Purchased,5,2,March,Thursday,Banyule (C),10->14,40->44,55->59,"$4,000-$4,499 ($208,000-$233,999)",429.06954,465.0471983,484.9534122,419.6388637,489.1512189,448.3076263,437.5428634,416.4363266,0.0,543.7990635,519.9551389,MELB - Middle,Greater Melbourne,Weekday
Y24H6070423,2023-24,1,"Unit, Flat or Apartment",Being Rented,0,0,March,Tuesday,Banyule (C),40->44,40->44,40->44,"$2,500-$2,999 ($130,000-$155,999)",940.7729817,1076.317666,920.2178743,1079.290646,0.0,899.528226,951.6682862,898.1736241,1084.773453,1353.432633,1177.951643,MELB - Middle,Greater Melbourne,Weekday
Y24H6070428,2023-24,1,"Unit, Flat or Apartment",Being Rented,0,1,March,Sunday,Banyule (C),45->49,45->49,45->49,"$1,000-$1,249 ($52,000-$64,999)",789.4657677,816.001747,906.663269,835.4028563,0.0,821.456917,871.3135059,755.9057159,920.288929,1015.996696,1013.965083,MELB - Middle,Greater Melbourne,Weekend
Y24H6070432,2023-24,2,"Unit, Flat or Apartment",Fully Owned,0,1,March,Thursday,Banyule (C),70->74,70->74,75->79,"$1,250-$1,499 ($65,000-$77,999)",645.8797767,750.8798642,632.549682,622.4510117,0.0,712.8583736,851.5467443,610.7373085,736.6416012,813.732991,751.0014758,MELB - Middle,Greater Melbourne,Weekday
Y24H6070436,2023-24,2,Separate House,Fully Owned,0,2,March,Monday,Banyule (C),40->44,45->49,45->49,"$6,000-$7,999 ($312,000-$415,999)",678.9218903,698.4074404,723.8270947,637.3682896,0.0,835.3275383,797.7435729,653.831214,861.3220308,826.7813381,811.6254485,MELB - Middle,Greater Melbourne,Weekday
Y24H6070439,2023-24,2,"Unit, Flat or Apartment",Being Rented,1,1,March,Thursday,Banyule (C),25->29,30->34,30->34,"$5,000-$5,999 ($260,000-$311,999)",645.8797767,750.8798642,632.549682,622.4510117,0.0,712.8583736,851.5467443,610.7373085,736.6416012,813.732991,751.0014758,MELB - Middle,Greater Melbourne,Weekday
Y24H6070442,2023-24,3,"Unit, Flat or Apartment",Being Rented,1,1,March,Sunday,Banyule (C),15->19,30->34,50->54,"$2,000-$2,499 ($104,000-$129,999)",862.9459674,1012.238439,870.947425,860.2963203,0.0,838.5865977,989.2275129,801.3362487,1065.45578,1169.302139,1049.502852,MELB - Middle,Greater Melbourne,Weekend
Y24H6076118,2023-24,5,Separate House,Being Rented,Missing/Refused,1,March,Thursday,Campaspe (S),5->9,15->19,35->39,"$300-$399 ($15,600-$20,799)",662.1278808,719.1896521,629.769234,991.4501141,655.4495611,732.3807017,618.1302548,0.0,658.6425736,652.8830306,976.335386,Other,Shepparton SA4,Weekday
Y24H6076125,2023-24,2,Separate House,Being Purchased,Missing/Refused,4,March,Thursday,Campaspe (S),50->54,50->54,55->59,"$500-$649 ($26,000-$33,799)",1140.626758,1227.932798,1119.408441,1300.930087,1621.613066,1249.524218,1397.059245,0.0,1138.21159,1124.103955,1100.460308,Other,Shepparton SA4,Weekday
Y24H6076134,2023-24,2,Separate House,Fully Owned,1,1,March,Saturday,Campaspe (S),75->79,75->79,75->79,"$1,750-$1,999 ($91,000-$103,999)",445.354924,427.4269125,439.6771237,483.5650794,483.8897251,575.4947794,432.4928665,0.0,476.5500811,453.613161,598.554396,Other,Shepparton SA4,Weekend
Y24H6076141,2023-24,2,Separate House,Being Purchased,3,2,March,Saturday,Campaspe (S),25->29,35->39,50->54,"$2,000-$2,499 ($104,000-$129,999)",591.0235227,554.8333133,603.5893889,708.0976878,658.0528081,773.0062981,583.8167497,0.0,602.0504843,602.0616812,766.7634893,Other,Shepparton SA4,Weekend
Y24H6076206,2023-24,1,Separate House,Fully Owned,1,1,March,Saturday,Greater Shepparton (C),55->59,55->59,55->59,"$500-$649 ($26,000-$33,799)",231.4873447,276.4908882,252.6222115,0.0,231.5405429,248.9253368,249.9606649,222.5804227,260.8229453,235.8482026,306.5194876,Other,Shepparton SA4,Weekend
Y24H6076208,2023-24,1,Separate House,Being Rented,0,1,March,Monday,Greater Shepparton (C),70->74,70->74,70->74,"$650-$799 ($33,800-$41,599)",199.6990622,233.9813056,213.9379779,0.0,208.6553181,216.0750212,223.1249472,194.3077372,224.5523188,198.1783543,261.5836887,Other,Shepparton SA4,Weekday
Y24H6076209,2023-24,3,Separate House,Being Rented,4,1,March,Tuesday,Greater Shepparton (C),0->4,10->14,25->29,"$500-$649 ($26,000-$33,799)",206.0498578,239.7498548,220.2977353,0.0,215.2996602,219.2728197,231.0174623,224.3135666,257.6795818,205.1445985,254.1498391,Other,Shepparton SA4,Weekday
Y24H6076210,2023-24,1,Separate House,Fully Owned,1,2,March,Wednesday,Greater Shepparton (C),55->59,55->59,55->59,"$800-$999 ($41,600-$51,999)",300.4711528,358.068142,332.2638198,0.0,314.5531805,322.6176915,343.3378959,261.9050706,318.8995673,302.2076598,380.1665425,Other,Shepparton SA4,Weekday
Y24H6076223,2023-24,2,Separate House,Fully Owned,0,2,March,Tuesday,Greater Shepparton (C),60->64,65->69,70->74,"$650-$799 ($33,800-$41,599)",192.0892272,213.7497098,208.4137804,219.9947779,195.4298302,218.0848987,227.5678955,217.4478851,0.0,191.0190597,218.0936356,Other,Shepparton SA4,Weekday
Y24H6076225,2023-24,1,Separate House,Fully Owned,Missing/Refused,1,March,Thursday,Greater Shepparton (C),70->74,70->74,70->74,"$500-$649 ($26,000-$33,799)",172.7670504,206.8484182,189.5376076,226.002758,180.3158846,178.3374139,189.6169801,169.9469235,0.0,169.9795769,230.5841626,Other,Shepparton SA4,Weekday
Y24H6076228,2023-24,1,Separate House,Being Purchased,2,1,March,Sunday,Greater Shepparton (C),50->54,50->54,50->54,"$400-$499 ($20,800-$25,999)",197.4921663,231.3808741,215.6825622,258.7615611,207.9236713,201.6441914,213.3127138,191.3788401,0.0,199.0738969,277.1155659,Other,Shepparton SA4,Weekend
Y24H6076230,2023-24,3,Separate House,Being Purchased,0,2,March,Tuesday,Greater Shepparton (C),0->4,20->24,30->34,"$1,250-$1,499 ($65,000-$77,999)",218.7564233,248.9711385,241.9400387,258.7743568,234.2327826,235.6223225,249.4780829,219.8062163,0.0,217.823842,260.457955,Other,Shepparton SA4,Weekday
Y24H6076242,2023-24,2,Separate House,Being Purchased,Missing/Refused,2,March,Sunday,Greater Shepparton (C),25->29,40->44,55->59,"$2,000-$2,499 ($104,000-$129,999)",210.5450477,226.4438153,236.9043499,246.4016427,227.0509785,232.4925544,249.4501263,234.276443,0.0,212.1951501,250.9172642,Other,Shepparton SA4,Weekend
Y24H6080101,2023-24,4,Separate House,Being Purchased,1,2,March,Monday,Mornington Peninsula (S),0->4,15->19,30->34,"$2,000-$2,499 ($104,000-$129,999)",566.5626716,555.1178697,0.0,552.9683962,601.8478777,739.5325549,773.8606781,595.1737679,719.0304279,581.8746761,683.1029295,MELB - Outer,Greater Melbourne,Weekday
Y24H6080102,2023-24,1,Separate House,Being Rented,2,2,March,Tuesday,Mornington Peninsula (S),60->64,60->64,60->64,"$1,500-$1,749 ($78,000-$90,999)",605.1923224,615.8107878,0.0,524.9991544,563.6811186,772.2296775,631.3586818,718.7064312,716.3017211,695.8781296,723.9999044,MELB - Outer,Greater Melbourne,Weekday
Y24H6080108,2023-24,1,Separate House,Being Purchased,0,2,March,Monday,Mornington Peninsula (S),45->49,45->49,45->49,"$2,500-$2,999 ($130,000-$155,999)",536.601114,527.7714729,0.0,470.8097268,525.7527117,705.7303234,579.1222735,628.9427681,608.6865374,615.6357409,629.0219285,MELB - Outer,Greater Melbourne,Weekday
Y24H6080109,2023-24,2,Separate House,Fully Owned,2,2,March,Tuesday,Mornington Peninsula (S),60->64,65->69,65->69,,624.913709,633.7790427,0.0,596.8698107,626.2198959,739.1456641,684.3539312,674.5926515,912.4329357,695.2640493,796.6224161,MELB - Outer,Greater Melbourne,Weekday
Y24H6080110,2023-24,2,Separate House,Being Purchased,Missing/Refused,2,March,Wednesday,Mornington Peninsula (S),60->64,60->64,60->64,"$2,500-$2,999 ($130,000-$155,999)",628.212339,640.3543306,0.0,621.046645,647.4782309,750.8692079,715.5679602,649.6217725,871.586869,706.6987461,785.2089348,MELB - Outer,Greater Melbourne,Weekday
Y24H6080111,2023-24,1,Separate House,Fully Owned,0,1,March,Thursday,Mornington Peninsula (S),70->74,70->74,70->74,"$800-$999 ($41,600-$51,999)",612.4241753,614.4860243,0.0,535.1655794,643.8364929,829.5739349,703.4101914,661.6547639,640.9600233,717.9471587,714.8723794,MELB - Outer,Greater Melbourne,Weekday
Y24H6080118,2023-24,5,Separate House,Being Rented,4,2,March,Thursday,Mornington Peninsula (S),10->14,25->29,40->44,"$1,000-$1,249 ($52,000-$64,999)",641.6571738,645.6630394,0.0,837.3181015,509.7762381,713.9009911,1042.41246,738.4463806,693.5562136,655.7369579,788.3533237,MELB - Outer,Greater Melbourne,Weekday
Y24H6080123,2023-24,5,Separate House,Being Purchased,6,2,March,Tuesday,Mornington Peninsula (S),5->9,25->29,55->59,"$2,500-$2,999 ($130,000-$155,999)",585.5419849,596.5327652,608.6335987,748.9508701,442.7158452,662.5304363,936.0831487,0.0,682.8123259,604.9180421,720.5644815,MELB - Outer,Greater Melbourne,Weekday
Y24H6080124,2023-24,1,Separate House,Fully Owned,0,2,March,Wednesday,Mornington Peninsula (S),70->74,70->74,70->74,"$300-$399 ($15,600-$20,799)",532.3384958,544.4247023,691.5111391,477.9816937,509.9643893,686.4182192,577.6361041,0.0,598.706224,618.9075602,624.4235468,MELB - Outer,Greater Melbourne,Weekday
Y24H6080126,2023-24,1,Separate House,Being Rented,0,0,March,Friday,Mornington Peninsula (S),70->74,70->74,70->74,"$1,000-$1,249 ($52,000-$64,999)",181.2921866,180.3500744,255.6734021,159.592097,187.7397336,248.3836339,202.4442502,0.0,179.6431016,205.6169895,201.9001844,MELB - Outer,Greater Melbourne,Weekday
Y24H6080131,2023-24,3,Separate House,Being Purchased,0,3,March,Wednesday,Mornington Peninsula (S),60->64,70->74,90->94,"$3,000-$3,499 ($156,000-$181,999)",786.8347674,799.9217799,732.0114333,1076.065173,791.8633844,946.1104186,848.6672904,0.0,995.7437099,837.3420466,1123.538714,MELB - Outer,Greater Melbourne,Weekday
Y24H6080132,2023-24,2,Separate House,Being Purchased,1,2,March,Thursday,Mornington Peninsula (S),35->39,35->39,35->39,"$3,000-$3,499 ($156,000-$181,999)",524.3015862,525.2010718,555.4055445,510.8964319,552.0742483,609.7871809,583.4747129,0.0,709.5734776,577.030811,667.293172,MELB - Outer,Greater Melbourne,Weekday
Y24H6080136,2023-24,1,Separate House,Fully Owned,0,2,March,Monday,Mornington Peninsula (S),65->69,65->69,65->69,"$800-$999 ($41,600-$51,999)",469.5259747,461.8000388,611.2399616,411.958511,460.0336227,617.514033,506.7319893,0.0,532.6007202,538.6812733,550.3941874,MELB - Outer,Greater Melbourne,Weekday
Y24H6080139,2023-24,1,Separate House,Fully Owned,0,2,March,Thursday,Mornington Peninsula (S),70->74,70->74,70->74,"$1,000-$1,249 ($52,000-$64,999)",507.7553749,510.3111084,676.9073981,449.3780551,496.9401833,637.0811342,538.2913853,0.0,557.0477385,577.5404638,606.4607058,MELB - Outer,Greater Melbourne,Weekday
Y24H6080141,2023-24,1,Separate House,Fully Owned,0,0,March,Saturday,Mornington Peninsula (S),35->39,35->39,35->39,"$3,000-$3,499 ($156,000-$181,999)",181.89228,180.4266723,254.9054786,164.1465599,181.3847094,250.5905527,198.1677066,0.0,184.4751718,211.3585019,205.7336726,MELB - Outer,Greater Melbourne,Weekend
Y24H6080301,2023-24,2,Separate House,Fully Owned,2,2,March,Monday,Hobsons Bay (C),60->64,60->64,60->64,"$4,000-$4,499 ($208,000-$233,999)",337.3427477,327.0705471,375.7783123,342.01551,400.7474379,344.276633,456.7424837,378.2334037,340.1837625,429.3303709,0.0,MELB - Inner,Greater Melbourne,Weekday
Y24H6080303,2023-24,4,Terrace or Townhouse,Being Rented,1,2,March,Wednesday,Hobsons Bay (C),0->4,15->19,35->39,"$6,000-$7,999 ($312,000-$415,999)",307.7290613,300.0881848,388.1964545,296.1131558,353.8515436,317.5152657,415.3497375,364.1910129,311.2174673,378.0620902,0.0,MELB - Inner,Greater Melbourne,Weekday
Y24H6080304,2023-24,3,Separate House,Fully Owned,3,2,March,Thursday,Hobsons Bay (C),15->19,45->49,60->64,"$2,500-$2,999 ($130,000-$155,999)",301.0688828,303.2149746,367.7558445,299.1264864,363.8193308,298.8392439,357.8576782,356.5548905,286.3619497,376.5044289,0.0,MELB - Inner,Greater Melbourne,Weekday
Y24H6080305,2023-24,3,Terrace or Townhouse,Being Rented,3,1,March,Friday,Hobsons Bay (C),5->9,20->24,45->49,"$3,500-$3,999 ($182,000-$207,999)",261.2443347,262.1593611,300.8135835,276.3936795,316.5585315,281.4404262,295.7083845,303.7172105,252.9587839,334.0595629,0.0,MELB - Inner,Greater Melbourne,Weekday
Y24H6080307,2023-24,2,Terrace or Townhouse,Being Purchased,0,1,March,Sunday,Hobsons Bay (C),30->34,40->44,50->54,"$3,500-$3,999 ($182,000-$207,999)",338.6999307,327.0229855,362.1881408,372.7071099,408.4932879,341.7217753,418.6454114,375.7821146,336.0252999,442.9436254,0.0,MELB - Inner,Greater Melbourne,Weekend
Y24H6080308,2023-24,3,Separate House,Being Purchased,Missing/Refused,2,March,Monday,Hobsons Bay (C),15->19,40->44,50->54,"$3,000-$3,499 ($156,000-$181,999)",278.4011113,274.390827,332.0794969,274.2183347,336.799338,289.6607933,336.8769,326.1318183,273.7944527,351.1717323,0.0,MELB - Inner,Greater Melbourne,Weekday
Y24H6080309,2023-24,2,Separate House,Fully Owned,6,2,March,Tuesday,Hobsons Bay (C),55->59,55->59,55->59,"$4,500-$4,999 ($234,000-$259,999)",380.4636919,381.630273,416.6028801,381.3809344,429.6578202,376.7170326,497.9403239,432.2154471,400.3279186,485.2895887,0.0,MELB - Inner,Greater Melbourne,Weekday
Y24H6080311,2023-24,4,Separate House,Being Purchased,3,1,March,Thursday,Hobsons Bay (C),10->14,30->34,50->54,"$6,000-$7,999 ($312,000-$415,999)",238.3938442,227.5236926,290.6343881,242.9046181,282.1727304,250.7520515,296.8748056,291.9883131,236.5194467,289.8734849,0.0,MELB - Inner,Greater Melbourne,Weekday
Y24H6080313,2023-24,4,Separate House,Being Purchased,6,2,March,Saturday,Hobsons Bay (C),0->4,20->24,40->44,"$5,000-$5,999 ($260,000-$311,999)",314.6237404,300.7909068,405.1797854,303.2316081,354.2161899,329.069157,408.1891648,379.111295,321.5734546,391.6026072,0.0,MELB - Inner,Greater Melbourne,Weekend
Y24H6080314,2023-24,2,Terrace or Townhouse,Being Purchased,3,3,March,Sunday,Hobsons Bay (C),30->34,30->34,35->39,"$6,000-$7,999 ($312,000-$415,999)",591.9006904,600.0796777,593.0917612,612.6149618,702.3923176,553.4775318,709.844995,781.3293214,586.5967859,798.9266535,0.0,MELB - Inner,Greater Melbourne,Weekend
Y24H6080315,2023-24,1,Terrace or Townhouse,Fully Owned,0,1,March,Monday,Hobsons Bay (C),70->74,70->74,70->74,"$650-$799 ($33,800-$41,599)",346.6172587,355.5561993,373.0512319,340.1909181,461.0260408,355.6670519,432.9697609,418.4821818,350.7683682,442.8006988,0.0,MELB - Inner,Greater Melbourne,Weekday
Y24H6080317,2023-24,4,Terrace or Townhouse,Being Purchased,3,1,March,Wednesday,Hobsons Bay (C),0->4,20->24,40->44,"$5,000-$5,999 ($260,000-$311,999)",249.93575,242.7333378,296.9045949,258.3658891,289.5681392,270.1708895,318.5739375,293.8946043,254.2074136,310.6360551,0.0,MELB - Inner,Greater Melbourne,Weekday
Y24H6080321,2023-24,4,Terrace or Townhouse,Being Purchased,0,1,March,Sunday,Hobsons Bay (C),5->9,15->19,40->44,"$3,500-$3,999 ($182,000-$207,999)",272.5109714,254.5082595,330.7247056,278.1133235,325.3756051,283.5226416,333.9741537,328.8108048,273.4704074,339.4892804,0.0,MELB - Inner,Greater Melbourne,Weekend
